,Tweet_Website,Author_Web_Page_URL,Tweet_Time,Tweet_Content,Tweet_Number_of_Likes,Tweet_Number_of_Retweets,Tweet_Number_of_Reviews,Artist,hashtags,users,Type,Sentiment
101,https://twitter.com/officialguruboi/status/1641139612004278272,https://twitter.com/officialguruboi,2023-03-29 18:5:49,timeless,32.0,5.0,6.0,Davido,[],officialguruboi,pre-release,Neutral
102,https://twitter.com/charlie_1249/status/1641139622347407362,https://twitter.com/charlie_1249,2023-03-29 18:5:51,lfg,26.0,,2.0,Davido,[],charlie_1249,pre-release,Neutral
103,https://twitter.com/truealpha199/status/1641139663355166721,https://twitter.com/truealpha199,2023-03-29 18:6:1,,13.0,,,Davido,[],truealpha199,pre-release,Neutral
104,https://twitter.com/Danny53876/status/1641139822327627791,https://twitter.com/Danny53876,2023-03-29 18:6:39,get life brother,,,1.0,Davido,[],Danny53876,pre-release,Neutral
105,https://twitter.com/ItzJaysleek/status/1641139680711147528,https://twitter.com/ItzJaysleek,2023-03-29 18:6:5,,12.0,,2.0,Davido,[],ItzJaysleek,pre-release,Neutral
106,https://twitter.com/Tinamixer01/status/1641139717851738112,https://twitter.com/Tinamixer01,2023-03-29 18:6:14,yas,17.0,,1.0,Davido,[],Tinamixer01,pre-release,Neutral
107,https://twitter.com/DollarM86919057/status/1641139728677208073,https://twitter.com/DollarM86919057,2023-03-29 18:6:16,,17.0,,3.0,Davido,[],DollarM86919057,pre-release,Neutral
108,https://twitter.com/emeliegm7/status/1641139765662679040,https://twitter.com/emeliegm7,2023-03-29 18:6:25,ifb immediately,3.0,,3.0,Davido,[],emeliegm7,pre-release,Neutral
109,https://twitter.com/Ojonla_60/status/1641139822109523969,https://twitter.com/Ojonla_60,2023-03-29 18:6:39,ifb,30.0,,3.0,Davido,[],Ojonla_60,pre-release,Neutral
110,https://twitter.com/Davido_warrior/status/1641139840816119818,https://twitter.com/Davido_warrior,2023-03-29 18:6:43,forever idolo,11.0,2.0,1.0,Davido,[],Davido_warrior,pre-release,Neutral
111,https://twitter.com/MutabaziMichae1/status/1641139843861282817,https://twitter.com/MutabaziMichae1,2023-03-29 18:6:44,goat,13.0,,2.0,Davido,['#goat𓃵'],MutabaziMichae1,pre-release,Neutral
112,https://twitter.com/Khollynoah1/status/1641139848961458185,https://twitter.com/Khollynoah1,2023-03-29 18:6:45,flex soul jesu,,,1.0,Davido,[],Khollynoah1,pre-release,Neutral
113,https://twitter.com/Smart3O/status/1641139862257401867,https://twitter.com/Smart3O,2023-03-29 18:6:48,king back,85.0,9.0,3.0,Davido,[],Smart3O,pre-release,Neutral
114,https://twitter.com/Dozobwoii/status/1641139954855051266,https://twitter.com/Dozobwoii,2023-03-29 18:7:10,cannot wait daddy,16.0,,,Davido,[],Dozobwoii,pre-release,Neutral
115,https://twitter.com/_iamvictorr/status/1641140006080135171,https://twitter.com/_iamvictorr,2023-03-29 18:7:23,,10.0,,2.0,Davido,[],_iamvictorr,pre-release,Neutral
116,https://twitter.com/ONLINEMONI1/status/1641140028649635853,https://twitter.com/ONLINEMONI1,2023-03-29 18:7:28,,18.0,,1.0,Davido,[],ONLINEMONI1,pre-release,Neutral
117,https://twitter.com/Richard14678823/status/1641140035037560840,https://twitter.com/Richard14678823,2023-03-29 18:7:29,davido right,13.0,,,Davido,[],Richard14678823,pre-release,Neutral
118,https://twitter.com/juicey_i/status/1641140042172186630,https://twitter.com/juicey_i,2023-03-29 18:7:31,take minute view raw talent prefer davido king timeless repeat,37.0,2.0,,Davido,[],juicey_i,pre-release,Positive
119,https://twitter.com/lilb3nzodogwu/status/1641140082278006798,https://twitter.com/lilb3nzodogwu,2023-03-29 18:7:41,thank jesus away dey inside god bless davido,57.0,1.0,3.0,Davido,[],lilb3nzodogwu,pre-release,Positive
120,https://twitter.com/RFdollahmain/status/1641140178730340353,https://twitter.com/RFdollahmain,2023-03-29 18:8:4,tears eyes music,17.0,,2.0,Davido,[],RFdollahmain,pre-release,Negative
121,https://twitter.com/KingBAkin1/status/1641140195453026304,https://twitter.com/KingBAkin1,2023-03-29 18:8:8,getvideobot,8.0,1.0,1.0,Davido,[],KingBAkin1,pre-release,Neutral
122,https://twitter.com/dela_yrn/status/1641140247781048333,https://twitter.com/dela_yrn,2023-03-29 18:8:20,ifb,7.0,1.0,,Davido,[],dela_yrn,pre-release,Neutral
123,https://twitter.com/DonHenzzy/status/1641140342157082628,https://twitter.com/DonHenzzy,2023-03-29 18:8:43,oshey days go,19.0,2.0,1.0,Davido,[],DonHenzzy,pre-release,Neutral
124,https://twitter.com/bigdaddyvinz/status/1641140391926800386,https://twitter.com/bigdaddyvinz,2023-03-29 18:8:55,really expecting burna boy wiz album move,8.0,,1.0,Davido,[],bigdaddyvinz,pre-release,Neutral
125,https://twitter.com/davido_global/status/1641140402819301402,https://twitter.com/davido_global,2023-03-29 18:8:57,let us,129.0,10.0,2.0,Davido,[],davido_global,pre-release,Neutral
126,https://twitter.com/celesteen11/status/1641140514329178112,https://twitter.com/celesteen11,2023-03-29 18:9:24,ifb,28.0,,3.0,Davido,[],celesteen11,pre-release,Neutral
127,https://twitter.com/ManLikeIcey/status/1641140638820233216,https://twitter.com/ManLikeIcey,2023-03-29 18:9:53,goat,34.0,,2.0,Davido,[],ManLikeIcey,pre-release,Neutral
128,https://twitter.com/thvtboytrappy/status/1641140668968980480,https://twitter.com/thvtboytrappy,2023-03-29 18:10:1,else said timeless time,2.0,,1.0,Davido,[],thvtboytrappy,pre-release,Neutral
129,https://twitter.com/ojodale_/status/1641140672399802375,https://twitter.com/ojodale_,2023-03-29 18:10:1,savemyvideo,3.0,,1.0,Davido,[],ojodale_,pre-release,Neutral
130,https://twitter.com/raph_ots/status/1641140696861102083,https://twitter.com/raph_ots,2023-03-29 18:10:7,davido x asake matter,1.0,,1.0,Davido,[],raph_ots,pre-release,Neutral
131,https://twitter.com/haywhyfresh3/status/1641140699318845467,https://twitter.com/haywhyfresh3,2023-03-29 18:10:8,baddest,3.0,,1.0,Davido,[],haywhyfresh3,pre-release,Neutral
132,https://twitter.com/christi48105458/status/1641140810417680384,https://twitter.com/christi48105458,2023-03-29 18:10:34,getvideobot,4.0,,1.0,Davido,[],christi48105458,pre-release,Neutral
133,https://twitter.com/30BG_Krixx/status/1641140881263669248,https://twitter.com/30BG_Krixx,2023-03-29 18:10:51,timeleszn,5.0,,,Davido,['#timelessszn'],30BG_Krixx,pre-release,Neutral
134,https://twitter.com/Bellamybaba/status/1641140890772144128,https://twitter.com/Bellamybaba,2023-03-29 18:10:53,cannot wait,2.0,,,Davido,[],Bellamybaba,pre-release,Neutral
135,https://twitter.com/celesteen11/status/1641140912595009551,https://twitter.com/celesteen11,2023-03-29 18:10:59,never see anything,1.0,,,Davido,[],celesteen11,pre-release,Neutral
136,https://twitter.com/chizi_bomx/status/1641140918152462350,https://twitter.com/chizi_bomx,2023-03-29 18:11:0,greatest time timelessalbum,2.0,,,Davido,['#timelessalbum'],chizi_bomx,pre-release,Positive
137,https://twitter.com/CallmeObg/status/1641140996359454722,https://twitter.com/CallmeObg,2023-03-29 18:11:19,goat,1.0,,,Davido,[],CallmeObg,pre-release,Neutral
138,https://twitter.com/simply_FAVE/status/1641141002554441739,https://twitter.com/simply_FAVE,2023-03-29 18:11:20,asake,1.0,,,Davido,[],simply_FAVE,pre-release,Neutral
139,https://twitter.com/_os_car_G/status/1641141050012991499,https://twitter.com/_os_car_G,2023-03-29 18:11:31,let us go timeless,2.0,,1.0,Davido,['#timeless'],_os_car_G,pre-release,Neutral
140,https://twitter.com/Hamzasimpa_/status/1641141061262114827,https://twitter.com/Hamzasimpa_,2023-03-29 18:11:34,,3.0,,,Davido,[],Hamzasimpa_,pre-release,Neutral
141,https://twitter.com/yommy_presh/status/1641141075065569286,https://twitter.com/yommy_presh,2023-03-29 18:11:37,dads,1.0,,,Davido,[],yommy_presh,pre-release,Neutral
142,https://twitter.com/lifeofolaa/status/1641141076172976128,https://twitter.com/lifeofolaa,2023-03-29 18:11:38,like tweet believe davido timeless album going great album,56.0,,,Davido,[],lifeofolaa,pre-release,Positive
143,https://twitter.com/celesteen7/status/1641141116467662848,https://twitter.com/celesteen7,2023-03-29 18:11:47,ifb,10.0,,2.0,Davido,[],celesteen7,pre-release,Neutral
